book_a;book_b;count
0743418190;0316776963;4
0060008032;0316096199;4
0345438825;0312265867;4
0380818973;0688177751;4
0425151379;042514545X;4
0312313810;0060987103;4
0380811065;0515136530;4
0380811065;067187098X;4
0553285920;0553563521;4
0553574639;0312980140;4
0439404371;0440213525;4
0345433491;014028009X;4
0440407524;0842329129;4
0452266564;0671027573;4
0375706062;0375727345;4
0380811065;0515131229;4
0440407028;0590353403;4
0060008032;014028009X;4
0061031070;0515126772;4
0061020702;0061020699;4
0812533054;0812502124;4
0380811065;0446610542;4
0061020702;0061092177;4
0684801221;0312195516;4
0671568833;0061009059;4
0505523728;084394952X;4
0515087947;059035342X;4
0064400018;055321313X;4
0345433491;0385504209;4
1551660598;0373484003;4
0515087947;0553280368;4
0330332775;0375703861;4
0505523728;0843949945;4
0525945210;1558743669;4
0345423399;0345435273;4
1551669455;0425147622;4
0812522397;0812550706;4
0380818973;0743418174;4
0553285920;0451137965;4
0553285920;055357230X;4
0380818973;0767905202;4
0060002492;0345337662;4
0553285920;0553572202;4
0345433491;0156007754;4
0679781277;0679734775;4
034530456X;0380752891;4
0887307876;0671003755;4
0345433491;0380731851;4
0380812037;0399148248;4
0380811065;042518630X;4
0345433491;0385265700;4
0385416342;0439064864;4
0393312836;0684801523;4
0345427637;034538475X;4
0812533666;0345322231;4
0385336772;0743418204;4
0060926317;014029628X;4
0345427637;0345313860;4
0886774802;0812550307;4
0671537458;0452282829;4
0330332775;0140298479;4
0812533666;0345318854;4
0590629794;059035342X;4
0446530077;0842329129;4
0553280414;0316769487;4
0440995779;0064407667;4
0452268060;0743418174;4
0812533666;0345313151;4
0061020710;0061020656;4
0553574078;0380762587;4
0671016652;0440486599;4
0425147517;067102423X;4
0385416342;0385424736;4
0553280414;059035342X;4
0385416342;0385472951;4
1551662604;0515136530;4
0345433491;0452282152;4
0345253736;034529873X;4
0812533666;0380752891;4
0836220730;0140067477;4
0446610550;051513628X;4
0743428595;0671039903;4
0812533666;0380759489;4
0671744623;0743477081;4
0380812037;0425148297;4
155166951X;0671568841;4
0449911519;0452282152;4
0385729340;0140293248;4
0064400018;068484477X;4
0425147363;0425150143;4
0451200152;0440236703;4
0553574639;0380780879;4
0553280589;014029628X;4
0440234727;1551668378;4
0345303067;0671042858;4
0446530239;0385504209;4
0684801051;067976402X;4
0452272319;0316666343;4
0385729340;0142001740;4
0425147363;0425187055;4
0425147363;0425147584;4
0446530077;0786867647;4
0425147517;0425128164;4
0345433491;067976402X;4
0812533666;0812548051;4
0345427637;0446364800;4
1583224890;014029628X;4
0812533666;0812548094;4
0380815923;038082101X;4
0553285920;0446610038;4
0345427637;0440211727;4
0345253736;0345362861;4
0446610550;0515132187;4
039914496X;0399142282;4
0345253736;0345335465;4
0425147517;0425121259;4
042514545X;0425151379;4
0446610550;051513287X;4
034539657X;0440220602;4
0345347536;0380752891;4
0553271644;0553268945;4
0553271644;0553274066;4
0553578693;0440236738;4
034539657X;0425104346;4
0020442203;0020442602;4
0345347536;0380759500;4
0020442203;0020442009;4
0425184943;1573223425;4
0553578693;0446608890;4
0553578693;0446604666;4
0671001132;067169071X;4
0380710404;055321313X;4
0345347536;0345354931;4
0452280621;0804106304;4
0553212451;0345337662;4
1551668300;0515126772;4
1551668300;0515128546;4
1551668300;0515128554;4
0671727796;043935806X;4
0671727796;0440213525;4
1551668300;0515136379;4
1551668300;0515120618;4
0452283795;0312278586;4
0671727796;0446310786;4
0345347536;0345338588;4
0671727796;0425147622;4
0345347536;0380759470;4
0446523569;0316569321;4
0553578693;0446610038;4
0743229878;0425183971;4
0345396936;0439136350;4
0671727796;0684801523;4
0553578693;0385504209;4
0446523569;0385505833;4
0440236738;0345413903;4
1551668300;1551667193;4
0449908798;0804117683;4
0836218515;0060938455;4
0440236738;0312966970;4
0440236738;0312966091;4
0345396936;0515093556;4
0446387878;0312195516;4
0440236738;0440498058;4
0671001132;0671769200;4
0671670646;0515136379;4
042516828X;0440241073;4
0671001132;0671868691;4
0671001132;0671868713;4
042516828X;042518904X;4
1551668300;0515136530;4
0345347536;0380759497;4
0553578693;0380731851;4
0140430725;0345337662;4
0375758992;067976402X;4
0452280621;0385722206;4
0836218515;0316776963;4
0140430725;0345391055;4
0836218515;0316666343;4
0821769359;0515136379;4
0446523569;0553213148;4
0140430725;0140430164;4
0821769359;0515136530;4
0380977303;0446531316;4
0020442300;0440213525;4
0452280621;0451524934;4
0446523569;0440222656;4
0553578693;0316603570;4
0446365505;0446359866;4
0821769359;0505524503;4
0380977303;0385504209;4
0375758992;0767902521;4
0061092193;0061092177;4
0061092193;0061059072;4
0375758992;0767905385;4
0440236738;0312265867;4
0743229878;0743206045;4
0553578685;0312983867;4
0140430725;0140430059;4
0020442408;0020442009;4
0452283914;0316666343;4
0020442300;0020442106;4
0452283205;0312282990;4
0553579606;0553582127;4
0553579606;0553279556;4
0446608890;0345384369;4
0446608890;0345380371;4
0452283205;014025448X;4
0446391301;0375726403;4
0446391301;0375725784;4
0452283205;0316666343;4
074322535X;0671021001;4
0553582143;0425154092;4
0670030643;0380977788;4
0385324057;0670844527;4
044652087X;0515128554;4
074322535X;0156027321;4
0425184056;0440213525;4
0449907481;0380730138;4
0345389964;0380789019;4
074322535X;0316601950;4
0385324057;0060976845;4
0385324057;0061009059;4
0452283205;0312195516;4
0446608890;0345370775;4
0446608890;0345353145;4
0452283205;0156027321;4
0786889616;0446612790;4
074322535X;0671003755;4
0446391301;0385504209;4
067091021X;1400031354;4
0786889616;0671042262;4
067091021X;068484477X;4
0452283027;0452281784;4
0345389964;0156027321;4
0425170349;0345313860;4
0670031062;0312278586;4
0425170349;0316666343;4
0061092819;0786868716;4
087113795X;0316601950;4
0446608890;0345402871;4
0880381736;0440206154;4
044652087X;0684835819;4
0385324057;0440498058;4
044652087X;0684874350;4
034539092X;034540288X;4
0385324057;0440213525;4
0688084907;0316693251;4
068487217X;0671027360;4
0345396936;0385504209;4
0452280621;059035342X;4
0618129022;0440214041;4
0345396936;0345337662;4
0312974256;0439064872;4
0836218353;039480001X;4
0684872730;0316666343;4
0836218426;0836220870;4
0345396936;0345334531;4
0743229878;0312305060;4
0671727796;0451526341;4
0836218426;0836217012;4
0399135782;0375400117;4
0671727796;0671693816;4
068487217X;0312195516;4
0671670646;0440200563;4
0440236738;0316666343;4
0671001701;0671744216;4
0425185710;0425180964;4
0425185710;0440236673;4
0312974256;0440221471;4
0345389964;0345424719;4
0345389964;0345449347;4
0440214114;0671693816;4
0440241413;059035342X;4
0312974256;0440211727;4
037582233X;006092988X;4
037582233X;0060938455;4
0670031046;0140265686;4
0670031046;0140257934;4
0670031046;0140254544;4
0670031046;014025448X;4
074322535X;0060987561;4
0440214114;0671534718;4
0385324057;0312195516;4
0440236819;044023669X;4
0441005489;0439136350;4
0441005489;0439064864;4
074322535X;0446605239;4
0880381736;0439064864;4
0452283086;0452282276;4
0312974256;0440226104;4
0312974256;0440226430;4
0688084907;0385472951;4
155166819X;0553583441;4
0020442300;0020442009;4
0020442106;0020442300;4
0671727583;1558746226;4
0618129030;0385504209;4
0671670646;0671642561;4
8433969978;8445071416;4
0345348036;1400034779;4
0345348036;1400031354;4
0345348036;0743418174;4
0671727583;0440235596;4
0345348036;067976402X;4
0020442009;0020442203;4
0020442009;0020442300;4
0020442009;0020442408;4
0020442009;0020442505;4
0140430059;0140430725;4
0140430059;0140430164;4
0345348036;0060928336;4
0441005764;0380719223;4
0345348036;0345413350;4
0671727583;0684872153;4
0440236738;0671001795;4
0671001132;0440214041;4
0345348036;014029628X;4
1888054557;0312099045;4
0671727583;0671021001;4
0671670646;0671873202;4
0440236738;059035342X;4
8445071416;8433969978;4
0452283442;068484477X;4
0671670646;0671759345;4
0880381744;0812513738;4
0821769367;0515135739;4
0671670646;0671873199;4
0671670646;0671759361;4
0452283442;080410526X;4
014034893X;0312278586;4
014034893X;0312305060;4
0060540753;055321313X;4
0836218051;0836204387;4
0385319207;0553268880;4
0451191145;0345350499;4
067172262X;0684801523;4
039592720X;0316666343;4
0451191145;0345370775;4
0688163165;0385504209;4
0451191145;0399501487;4
1551668017;1551668378;4
0452281202;0425167313;4
0385319207;0671041789;4
0451191145;0385484518;4
0451191145;043935806X;4
0553582135;0375727345;4
039592720X;0375707972;4
0385319207;067976402X;4
0553582135;0380710218;4
0440217563;0060928336;4
1551668017;1551665344;4
0449908798;0375727345;4
0425184943;0671038184;4
0836218353;0836220730;4
0618129030;043935806X;4
0451191145;0375707972;4
0836218051;0836218620;4
0836218051;0836218981;4
0449003981;0060958022;4
0836218051;0836221362;4
0440217547;0786868716;4
0553582143;0345337662;4
0671001132;0451172817;4
067100042X;0743418174;4
0452283442;0380002930;4
0425168298;0425137562;4
0671727583;0385335881;4
0425168298;0425174271;4
0345348109;059035342X;4
044900371X;0312195516;4
0553582143;055356451X;4
0671727583;0425147622;4
0345348109;0345378482;4
067100042X;1558745718;4
044900371X;0060976845;4
0786889608;0425147622;4
0553582143;0553569910;4
0452283442;0440498058;4
0446523569;0446605239;4
0140430164;0140430059;4
0140430164;0140430725;4
0671670646;038531292X;4
0446523569;0446525502;4
0880381744;0880382678;4
0743225406;0553280341;4
0140067779;0060987561;4
0451410742;0451409973;4
0671670662;0671873199;4
0345392825;0399501487;4
0671670662;0671695126;4
0345392825;0446310786;4
067100042X;0671888587;4
0671670662;0671534734;4
0786889608;0425182908;4
067100042X;0671004549;4
067100042X;0671001795;4
044900371X;0385722206;4
0743225406;0671021001;4
0743225406;0671027360;4
0786889608;0425182878;4
0553212478;0316769487;4
0671727583;0312983867;4
067100042X;0671027360;4
0452283442;0345370775;4
0553212478;0345391802;4
0452283442;0312966091;4
0345391810;0446310786;4
0671001132;0451166604;4
0345350472;0380789035;4
0553582143;0515130966;4
0452283442;0316666343;4
0743225422;0316601950;4
006109918X;0061097853;4
0553212478;0618002227;4
0743225708;0316096199;4
0786889608;044023722X;4
0786889608;0440236673;4
0452283442;0316769487;4
0786889608;0446607711;4
0553212451;059035342X;4
0345348109;0439064872;4
0140386645;0440940001;4
0452281032;0375703055;4
0140386645;0440998050;4
0743225406;0553572997;4
0743225406;1400031354;4
042516876X;068484477X;4
0099771519;0007110928;4
0099771519;000649840X;4
0440218535;0316666343;4
0743225406;080410753X;4
0345391810;0316769487;4
0671689746;0671744216;4
0671689746;0671741187;4
0743206061;0316666343;4
0671689746;0671705091;4
0425179613;0312976275;4
0060519134;0373250193;4
034536743X;0345424719;4
0515123854;0425181464;4
0743206061;0312278586;4
0670869902;043935806X;4
0802132952;0140042598;4
034536743X;0345361792;4
0802132952;0140185216;4
0670869902;0452282152;4
034537472X;0345383273;4
0802132952;0312924585;4
0836217012;0836218426;4
0836217012;0836218817;4
0060512822;068484477X;4
0061097314;0312195516;4
067169071X;0375727345;4
0061097659;0061096083;4
0061097659;0061097667;4
0140043519;0451526341;4
0061097314;0316096199;4
0740704818;0312966970;4
0670869902;0316569321;4
0451190491;0451186362;4
0553250515;067976402X;4
0449005909;0070212570;4
0671689746;1558744150;4
0060519134;0345438329;4
0515123854;0425173631;4
0515123854;0425176304;4
0836217012;0385722206;4
0060549270;0446610542;4
0345350685;0452269571;4
0345350685;0451524934;4
0618334661;0316666343;4
0385182449;0670272663;4
0140280553;0375706771;4
0380012863;0345337662;4
0515123854;0425150984;4
0452281903;0385335881;4
0425179613;0060938455;4
0061094234;0449006522;4
0451190491;0451176464;4
0836217012;0312195516;4
0689817215;0345370805;4
067168972X;0671003593;4
067168972X;0671705091;4
0451190564;0451186362;4
0671701231;0684803968;4
0060512822;0452282152;4
0689817215;0440940001;4
0452281903;0671036505;4
0802132952;0345361792;4
0451190564;0451526341;4
0451190564;0451160525;4
067168972X;0671744607;4
067168972X;0671744577;4
0689817215;0689806590;4
0446609617;0446612790;4
067168972X;0671739743;4
067168972X;0671744623;4
0553580930;0375727345;4
0060513640;0060092661;4
0060513640;0060092645;4
0740704818;0425107469;4
0553580930;0345353145;4
0740704818;044021145X;4
0425179613;0385504209;4
055323370X;0553213164;4
0740704818;0385504209;4
0553580930;0440221471;4
0060517794;0446672211;4
067169071X;0446310786;4
0140042598;1573229326;4
0449227421;0446606189;4
0140042598;1573221937;4
0140042598;1559029838;4
0425179613;067976402X;4
0740704818;0375727345;4
0553580930;0446603589;4
0717283534;0717283208;4
0425179613;0316666343;4
0836217012;0060934417;4
055323370X;0553213148;4
0140042407;0140177388;4
0140042407;014017737X;4
0717283208;0717283534;4
0140374248;0345342968;4
037582233X;038542017X;4
0345389417;067102423X;4
0140386335;043935806X;4
0440214114;1558744150;4
0440241413;0439139600;4
0441001416;0441735762;4
0553213105;0439064864;4
087113795X;0375412530;4
0440236819;0842329129;4
044021422X;014028009X;4
067091021X;0385722206;4
0425170349;0061015725;4
0060542128;0671568841;4
0553213105;0345337662;4
0688084923;0688084915;4
0688084923;0688162827;4
0380978415;0060987529;4
0380978415;0385721420;4
0515126489;0446606189;4
014038572X;0767902521;4
0515126489;0446364193;4
0380978415;0380727501;4
0140280553;0316666343;4
0099771519;044023722X;4
0380978415;0345342968;4
0440214114;0385505833;4
0449908747;0312195516;4
1551668246;0425158594;4
0515126489;0446604844;4
0553579525;0886777844;4
0440241413;014028009X;4
067091021X;0060987103;4
067091021X;0061009059;4
0553213105;0446612790;4
0743225325;0142001740;4
1881273156;0842329129;4
0425170349;0345417623;4
044021422X;0440217547;4
087113795X;0375727345;4
037582233X;0440998050;4
0553213105;044021145X;4
067091021X;0312278586;4
0345389417;0440211727;4
067091021X;0375707972;4
0425170349;0312924585;4
0553213105;0440234743;4
0688084915;0688084923;4
0440236819;051513287X;4
0060542128;0743245520;4
0452283027;0312291639;4
0345389417;0743467523;4
0440241413;0446672211;4
0345352661;0812551478;4
0688084923;0060198346;4
0425184056;0312265867;4
0425184056;0312983271;4
0425184056;0312983867;4
0688084915;0688162827;4
0399132414;0425170349;4
0743225325;0312195516;4
0425184056;014025448X;4
0345389417;0804114986;4
0385182449;0452262143;4
0385332963;0385335377;4
0385332963;0385335407;4
0385332963;0385335520;4
0385332963;0385336314;4
0452281032;044023722X;4
0060507845;0758203888;4
0670030643;0061009059;4
0385332963;0515136530;4
0385182449;0684867621;4
0385182449;0670844527;4
0786889616;0345434498;4
0345350685;0142001740;4
0553212583;0142001740;4
0553268945;0553271644;4
0060549270;0440241162;4
0515126489;0440224764;4
0553269216;0439136350;4
0140386645;0394820371;4
0425169693;0446605239;4
0425169693;0440234743;4
044900371X;067976402X;4
0553212583;0345370775;4
0140280553;0140258795;4
0099771519;0140265988;4
0553269224;059035342X;4
0140386645;014029628X;4
014038572X;0449221482;4
0670030643;015100692X;4
0670030643;0142001740;4
014038572X;0446670251;4
0140280553;038548951X;4
0515126489;0425182878;4
0670030643;014029628X;4
0140386645;0142001740;4
0553579525;0553574566;4
0061092606;0061000299;4
0140386645;0316666343;4
0880381736;0590353403;4
0451191145;0385504209;4
0671673688;0440200989;4
0385319568;0446527017;4
0446394521;080411868X;4
0345386132;044022165X;4
0821773682;0373218192;4
0062505319;0609804138;4
0385319568;0440200563;4
0385319568;0440209412;4
0446520802;0375504397;4
0345354621;0440220602;4
0688149790;0553573136;4
0007154615;0385504209;4
0446520802;044021145X;4
0786889837;0385504209;4
0688149790;043935806X;4
0140282033;0452282152;4
0446520802;0439064864;4
0553287303;0553262645;4
0553287303;0553272616;4
0385421982;044021145X;4
0446610550;0671027573;4
0743422732;082177512X;4
0441104029;0553287893;4
0743424425;0670858692;4
0684800713;0316666343;4
0553287303;0553297260;4
0812550307;0380752859;4
0886777844;0553579525;4
0684195984;0345350499;4
1551669293;0515136379;4
0380814390;0446610542;4
0425146812;0345361792;4
0385421982;0440201926;4
0553280643;038081658X;4
0743422732;1551668769;4
0142001821;0316666343;4
031231616X;0345465083;4
0425152898;0440234743;4
0385421982;0440221471;4
0425152898;0440224675;4
0684800713;0316776963;4
0553574086;0385504209;4
0007154615;0140293248;4
0345354621;0451137965;4
0385319568;038531292X;4
0836218221;0836218353;4
1551668084;0515132020;4
0425183750;0380725827;4
1551668084;0515128554;4
1551668084;0515128546;4
042518336X;1400034779;4
0345354621;080410526X;4
1551667193;0515136379;4
0425170349;0842329129;4
0385319568;0385315309;4
0385319568;038531695X;4
0061098035;0440225825;4
0425173755;0316666343;4
0060542128;0373483503;4
0380709562;0439136350;4
0380709562;0385335881;4
0060542128;0373250185;4
0395927218;0140298479;4
0140282033;0440224675;4
0425172996;0345337662;4
0345354621;0345402871;4
0553579983;0553582127;4
0449134482;044021145X;4
1551667193;0743456173;4
0449134482;0380018179;4
0688156134;0684867621;4
0452281202;0316776963;4
0877733759;0553347756;4
1551667193;1551668300;4
055326611X;0345361792;4
0375703861;0316666343;4
0684195984;043935806X;4
0553583468;0399148639;4
0062505319;0805063897;4
0375703861;0330332775;4
0684195984;0440214041;4
0142004278;0060987561;4
0375703861;0060930535;4
0440407524;0316666343;4
0380815575;0671744216;4
0743424425;0451167805;4
0684804522;0679745203;4
0743424425;0451168615;4
0671744607;0439139597;4
0451201744;0451200152;4
0812550293;0812513754;4
155166951X;0425148297;4
0061031410;0446613266;4
0345435249;0671001795;4
0684196395;0684822652;4
0451201744;0451184963;4
0345424719;068484477X;4
0380814714;0380725703;4
0380814714;0380750872;4
0449208133;0345370775;4
0449207668;0449208672;4
0446530387;0316666343;4
0345424719;0743418174;4
0553574671;0553578308;4
0553280945;0312195516;4
0375705171;014023313X;4
034543739X;1558744150;4
0679886370;0394820371;4
0061031410;0446610038;4
0425152898;0425141233;4
0345435249;0671042262;4
0812550293;081257558X;4
0679886370;014131088X;4
0425144062;0380718332;4
0684195984;0380718340;4
0743424425;0451163524;4
0451176812;0451160533;4
044022859X;0786881852;4
0345424719;0140298479;4
0061031410;0446603589;4
0525946233;0743418174;4
038081658X;0553280643;4
0886774632;0886775639;4
0505525526;0515131091;4
0345424646;0345422589;4
1551669498;0312265859;4
1551669498;0312265867;4
0446530891;0316602906;4
0375703764;0590353403;4
0451200152;0842329129;4
0375703764;0886774268;4
0684803356;1573229326;4
0684800713;0060958022;4
0142001821;0312195516;4
0312421273;0452282152;4
0684810387;0316569321;4
1551669498;0312980140;4
0345424603;0812510992;4
0553583468;0316603287;4
034543739X;0684814994;4
0684195984;0399145087;4
0425144062;0425154092;4
0061031410;0446612790;4
0684195984;0399142282;4
0380815575;0671003364;4
0375705171;0312195516;4
0064400026;051511779X;4
0312421273;0446672211;4
0375705171;0061009059;4
0515120448;0515107662;4
038081790X;0515135216;4
0375703764;0679439382;4
0688177743;0452282829;4
0312969252;0316666343;4
0515122408;0515127396;4
0802139256;0446672211;4
0553580191;0345384369;4
0449224392;0449208672;4
082177512X;0373835760;4
0385319207;0060915544;4
0060540753;014029628X;4
0515122408;0553574663;4
0553213156;0060930535;4
0425174271;0553280341;4
1551668017;0373483503;4
0688177743;0671776134;4
0553580191;0385504209;4
0060540753;0345370775;4
0802139256;0375700757;4
082177512X;0743422732;4
0553580191;0316666343;4
0553580191;0312195516;4
0553580191;0440214041;4
0425174344;0316284955;4
0688177743;0743418174;4
0688177743;0688170528;4
0553580191;0553580221;4
014034893X;0440940001;4
0670272663;0452262143;4
014034893X;0440219078;4
0688162827;0385472951;4
0451191145;0553277472;4
0821773682;0821772341;4
0449003981;0345423291;4
0312952716;0440206154;4
0802139256;0375726403;4
0425174344;0446672211;4
082177512X;051513628X;4
0688177743;0385722206;4
0553264613;0515136379;4
0688170528;0375502238;4
0452281202;0671003755;4
0553213156;0446365386;4
1551667215;0670894605;4
0515124893;0446605239;4
0553264613;0373835922;4
038529929X;0684867621;4
0553264613;0515131229;4
0440217547;0440186560;4
0440217547;0440200563;4
0312952716;0440221471;4
0425175111;0425171493;4
082177512X;0843949945;4
0061097861;0804106304;4
0452281202;0670894605;4
0743212002;0671004573;4
0385306024;0385493800;4
082177512X;0505524503;4
082177512X;050552354X;4
1880418568;0743211375;4
0380012863;0060930535;4
0743212002;0425154092;4
0394756886;0446601241;4
0007110928;0099771519;4
0688162827;0399145087;4
067172262X;059035342X;4
0345354931;0345354923;4
0345354931;0345347536;4
0345354931;034530988X;4
038529929X;0345384466;4
0449003981;0312195516;4
0688163173;0316666343;4
0743222008;0312306326;4
038529929X;0345337662;4
0425182886;0399148450;4
0670272663;0345313860;4
0345354923;0345354931;4
0345384911;0380759470;4
0345384911;0380759497;4
0670272663;0312924585;4
0345384911;0345369335;4
0345384911;0345362861;4
0345384911;034529873X;4
0345384911;0345316002;4
038529929X;0385493800;4
0449003981;0316666343;4
0380709546;0385505833;4
0345354931;0380752891;4
038529929X;0399145087;4
1551668017;0553572997;4
1551668017;0553574078;4
0345354931;0345391802;4
044024126X;0345444884;4
038000321X;0385504209;4
0312971125;1551666189;4
038000321X;0345370775;4
0312971125;1551668653;4
0670272663;067082982X;4
0670272663;0670813648;4
0670272663;0670839531;4
0688162827;0688084923;4
0688162827;0688084915;4
0440217563;0345370775;4
0688163165;0316666343;4
0670272663;0743211383;4
0440217563;014025448X;4
0449134482;0316666343;4
0515125628;0515135739;4
0394587863;0394558235;4
0440217563;044021145X;4
0425183181;0373218419;4
0452282276;0452281725;4
0452282276;0452283086;4
0425183181;0373244487;4
0821773682;0515133973;4
014034893X;0671003755;4
0425183181;0373484836;4
0425183181;0515131229;4
0425183181;0515128554;4
0425183181;0515132020;4
0425183181;051513287X;4
0380005239;0316666343;4
042518403X;0425171493;4
0345389417;0064407667;4
0345389247;067976402X;4
0440214424;0446672211;4
0312971397;0425143325;4
0553268449;067976402X;4
0140280553;0679744398;4
0345389247;0312195516;4
0553579983;0440234743;4
0380001411;0671001795;4
0425171493;0425175111;4
0425171493;042518403X;4
0440236991;0446672211;4
0743222245;0684874350;4
0440236991;0446605239;4
0553268449;0060392452;4
0553268449;0060922532;4
0060542128;051513287X;4
006050918X;0316666343;4
0375826688;0385504209;4
0425171078;0515128546;4
0425171078;0515126772;4
0385260083;0449910571;4
0345354613;0345417623;4
0099993805;0451172817;4
0345354613;0345378482;4
0821772341;0821773682;4
0743224574;0142001740;4
0345389417;0345337662;4
0743225325;0060502258;4
0385260083;014023313X;4
0345389417;0316666343;4
0060542128;0515130923;4
0060542128;0515136379;4
0440241413;0060987561;4
0099993805;0440213525;4
074322423X;0385484518;4
0375826688;0345325818;4
0345354613;0385504209;4
0425174271;0446610038;4
0425174271;0440224675;4
0688177743;0345416260;4
0425174271;044021145X;4
0451191137;0553279378;4
0380005239;0452269571;4
0312971125;0312966806;4
0312971125;0312974256;4
0553264079;0553280147;4
0553264079;0553293761;4
0385304900;0440111811;4
0688177743;0312305060;4
0140348107;0440406498;4
067172262X;0345337662;4
0688171877;0316666343;4
1551668017;042518630X;4
051512463X;059035342X;4
067172262X;0140067477;4
0312971125;0425148297;4
0140348107;0440219078;4
0449003981;0425167313;4
0670691992;067081458X;4
067172262X;0446609404;4
0515124893;0553272837;4
0515124893;0553285785;4
0515124893;0553294903;4
0515124893;0553295977;4
038000321X;0440214041;4
0670691992;067082982X;4
0670691992;0670835382;4
0553264613;0515126772;4
067172262X;0439064872;4
0440217547;0440224810;4
0440217547;0440225701;4
0515124893;0515132020;4
0515124893;051513287X;4
1551668017;051513287X;4
0515124893;0515126772;4
1551668017;0515132020;4
0688177743;0142001740;4
0380005239;0671510053;4
0446609943;0553576801;4
1551668017;0515128554;4
0440217547;044021422X;4
0440217547;0440207622;4
0440217547;0440217466;4
0449003981;0375412530;4
0312971125;0316666343;4
0375826688;043935806X;4
0440236991;0440221315;4
0671673661;0440214041;4
0375826688;0439136369;4
0375826688;0439064864;4
0688149111;0684835959;4
0380001411;0446672211;4
0688149111;0399142282;4
0425183181;0553295977;4
0440215439;0345313860;4
042517400X;0425161722;4
0446519804;0446527033;4
0449702766;0440222656;4
0440215439;0440206154;4
0440236991;044651652X;4
0425171396;0425161722;4
0064405176;0440498058;4
0064440508;0060987103;4
0553569406;0671744208;4
0671034022;0553582747;4
0515134465;0671001795;4
0671034022;067101420X;4
0380780860;0451205561;4
0399148639;0553583468;4
1573227889;0375700757;4
0373250185;0446610542;4
084394952X;0373483899;4
0671872001;044021145X;4
0446603929;0312983867;4
0380782332;0380725703;4
0375410945;0316666343;4
0380780879;0060096195;4
038073186X;0380731851;4
0425099334;0425132951;4
0425099334;0425127583;4
0385508417;0971880107;4
0440184622;0345370775;4
0380780879;0312966970;4
0373250185;0515136530;4
0385508417;0316569321;4
0451162072;0446601241;4
0679451463;0439064872;4
0064471101;0451169530;4
0425097609;0439064872;4
0380759489;0812548051;4
0380732661;0553279556;4
0399151060;067101420X;4
0451207521;0380731851;4
0515110973;0553278592;4
0380732661;0553572326;4
0553571583;051511992X;4
0515110973;0553285785;4
037325024X;0373250215;4
006440630X;0316666343;4
037325024X;0373250282;4
0385508417;0142001740;4
037325024X;0373250258;4
037325024X;0373250266;4
037325024X;0373250290;4
037325024X;0373250371;4
051511054X;0380470845;4
014023828X;0385504209;4
0140177396;014017737X;4
0060964049;0670892963;4
0380759489;0812533666;4
0380780879;0553574639;4
0553571583;0553295004;4
0385508417;0312291639;4
0553801430;0553802488;4
0380780879;0553574663;4
0060964049;067088300X;4
006019491X;0452282152;4
0671034022;044023722X;4
0805062971;014028009X;4
0440184053;0671793489;4
0671034022;0345453816;4
0671042572;0671021001;4
0425098648;0451156609;4
0380776839;0671010085;4
0894805770;006016848X;4
0373250193;0385510438;4
0060934700;0060934719;4
0140143505;0345370775;4
0374199698;0312282990;4
0380782340;051508901X;4
0380782340;0380808072;4
0375410945;0375726403;4
0679454489;0345313860;4
1573227889;0385720955;4
0805062971;0312924585;4
0373250185;0373250452;4
0894805770;0060502258;4
0451157443;0451163524;4
0374199698;0375406530;4
0446604666;0385490992;4
051511054X;0515103969;4
0451207521;055356451X;4
0451157443;0451156609;4
0553801430;0525947299;4
0451157443;0451160525;4
0553571656;0452284449;4
0373250193;0373250207;4
0373250193;0373250215;4
0451157443;0451169522;4
0373250193;0373250282;4
3404148665;3596259924;4
0373250193;0373250290;4
0385496095;0060938455;4
0451157443;0451173317;4
0380759489;0380752859;4
0060934719;0345361792;4
0385508417;0451197747;4
2290311782;2253044903;4
0375406530;044023722X;4
1573222267;014023313X;4
0312171838;0316666343;4
0679454489;0679454470;4
0679454489;0679433023;4
0671034022;0312983271;4
0671034022;0312966091;4
0380782340;0380794489;4
0373250185;0060542128;4
0671034006;0971880107;4
1573227889;0385722206;4
0671034006;0786868716;4
0671034006;0743418174;4
0312171838;0312195516;4
0805062971;0345337662;4
0449219410;044661193X;4
0805062971;034538475X;4
0515134465;0684867621;4
0375410945;0440226430;4
0679426159;0449911004;4
0671034022;0316601950;4
0805062971;0316666343;4
0373250185;0373250215;4
0373250185;0373250223;4
1573227889;0380730200;4
0380782332;067187098X;4
0375410945;0375502238;4
0553571818;0446611212;4
0380784491;0380801493;4
0380784491;0312980140;4
084394952X;0425148297;4
0373250185;0373250371;4
0373250185;0373250290;4
0440204887;0439139597;4
1566400201;0439425220;4
006019491X;038550926X;4
0380775840;0373243790;4
0451207521;0446364193;4
1573227331;0679751521;4
0374199698;0385722206;4
0375406530;0060175400;4
0553571656;0375706771;4
0515132136;0425182878;4
0446603090;155166531X;4
0375406530;0062502182;4
0375406530;0374199698;4
0553800973;0316666343;4
0380732661;0345413881;4
0553800973;0316693200;4
0894805770;0312278586;4
0451207521;0451166892;4
0425098605;0553579754;4
0894805770;0345370775;4
0804120013;0515136530;4
0451207521;0446602620;4
006019491X;0385720106;4
0375406530;0156007754;4
0767915054;0375706771;4
1573227331;0385722206;4
0064405176;0812550706;4
0679426159;1400034779;4
0373250266;0373250215;4
1573227331;0385504209;4
006019491X;0316666343;4
0373250258;0373250223;4
0064440508;038079487X;4
0373250258;037325024X;4
